"Sample","est","se"
"Long-term_2018_40016_1",-0.647972023042239,0.215161879023158
"Long-term_2018_40017_1",-1.75948200210819,0.267028290878894
"Long-term_2018_40018_1",-0.671930881868466,0.200040275219093
"Long-term_2018_40019_1",4.7686897034629,0.338419852726249
"Long-term_2018_40020_1",1.80178254956872,0.334617452935984
"Long-term_2018_40021_1",0.511533757719842,0.29418984514513
"Long-term_2018_40022_1",-0.572900667311514,0.188560530793355
"Long-term_2018_40025_1",0.0512767950465786,0.241504699015655
"Long-term_2018_40026_1",-1.00450320334337,0.182983405296247
"Long-term_2018_40027_1",-1.15196767307581,0.361177916317499
"Long-term_2018_40028_1",-0.461668965583167,0.215999416973509
"Long-term_2018_40029_1",1.05814702185858,0.291699620739352
"Long-term_2018_40030_1",-0.43430001889888,0.23480907115491
"Long-term_2018_40032_1",-0.130520761232183,0.310173954403854
"Long-term_2018_40034_1",-1.8589436015493,0.37056046282216
"Long-term_2018_40036_1",1.36717575177337,0.336424884677549
"Long-term_2018_40037_1",-0.499665871616453,0.217941308849303
"Long-term_2018_40038_1",-0.055991978360232,0.290193885399606
"Long-term_2018_44_1",0.116149964332581,0.352346487566126
"Long-term_2018_49_1",-0.308618626543321,0.242086793398089
"Long-term_2018_52_1",-0.300733015530236,0.493974441984182
"Long-term_2018_BLL009_1",0.714062874491198,0.399050769362468
"Long-term_2018_HCB003_1",-0.220230388948694,0.232524481899931
